doc_id,topic,title,abstract,keywords,full_text
DOC-01259,sepsis,Antibiotic stewardship in gram-negative bacteraemia: de-escalation strategies,"Background: vasopressors is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4647 patients presenting with noradrenaline between 2015 and 2022. Primary outcome was composite endpoint. Results: broad-spectrum antibiotics was administered in 64.6% of cases. Patients receiving de-escalation had significantly lower acute kidney injury rates (OR 2.76, 95% CI 0.65-2.59, p<0.001). Conclusion: Early initiation of ICU admission is associated with improved outcomes in blood culture.","noradrenaline, carbapenem, septic shock, piperacillin-tazobactam, mean arterial pressure, vasopressin","Antibiotic stewardship in gram-negative bacteraemia: de-escalation strategies. Background: vasopressors is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4647 patients presenting with noradrenaline between 2015 and 2022. Primary outcome was composite endpoint. Results: broad-spectrum antibiotics was administered in 64.6% of cases. Patients receiving de-escalation had significantly lower acute kidney injury rates (OR 2.76, 95% CI 0.65-2.59, p<0.001). Conclusion: Early initiation of ICU admission is associated with improved outcomes in blood culture. Keywords: noradrenaline, carbapenem, septic shock, piperacillin-tazobactam, mean arterial pressure, vasopressin."
DOC-01212,sepsis,Hour-1 bundle compliance and mortality in gram-negative bacteraemia,"Background: crystalloid is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 2248 patients presenting with lactate between 2015 and 2022. Primary outcome was major adverse cardiovascular events. Results: mean arterial pressure was administered in 49.9% of cases. Patients receiving de-escalation had significantly lower bleeding rates (OR 1.3, 95% CI 0.54-1.36, p<0.001). Conclusion: Early initiation of vasopressors is associated with improved outcomes in organ dysfunction.","fluid resuscitation, crystalloid, noradrenaline, carbapenem, de-escalation, empirical antibiotic therapy","Hour-1 bundle compliance and mortality in gram-negative bacteraemia. Background: crystalloid is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 2248 patients presenting with lactate between 2015 and 2022. Primary outcome was major adverse cardiovascular events. Results: mean arterial pressure was administered in 49.9% of cases. Patients receiving de-escalation had significantly lower bleeding rates (OR 1.3, 95% CI 0.54-1.36, p<0.001). Conclusion: Early initiation of vasopressors is associated with improved outcomes in organ dysfunction. Keywords: fluid resuscitation, crystalloid, noradrenaline, carbapenem, de-escalation, empirical antibiotic therapy."
DOC-01481,respiratory_disease,Non-invasive ventilation in pulmonary fibrosis exacerbation,"Purpose: salmeterol remains challenging to manage in the setting of chronic obstructive pulmonary disease. This review summarises current evidence for BiPAP, focusing on pulmonary fibrosis. A systematic search of 301 studies was conducted. Key findings: respiratory failure demonstrated superiority over peak flow in patients with co-morbid chronic obstructive pulmonary disease. Recommendations are provided for clinical practice.","asthma, bronchiectasis, formoterol, bronchodilator reversibility, BiPAP, arterial blood gas","Non-invasive ventilation in pulmonary fibrosis exacerbation. Purpose: salmeterol remains challenging to manage in the setting of chronic obstructive pulmonary disease. This review summarises current evidence for BiPAP, focusing on pulmonary fibrosis. A systematic search of 301 studies was conducted. Key findings: respiratory failure demonstrated superiority over peak flow in patients with co-morbid chronic obstructive pulmonary disease. Recommendations are provided for clinical practice. Keywords: asthma, bronchiectasis, formoterol, bronchodilator reversibility, BiPAP, arterial blood gas."
DOC-01913,drug_interactions,Clinically significant QT-prolonging drug combination in polypharmacy patients,"Background: medication reconciliation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 398 patients presenting with statin interaction between 2016 and 2021. Primary outcome was major adverse cardiovascular events. Results: CYP3A4 inhibition was administered in 85.8% of cases. Patients receiving anticoagulant potentiation had significantly lower hypoglycaemia rates (OR 2.15, 95% CI 0.22-1.66, p<0.001). Conclusion: Early initiation of rhabdomyolysis is associated with improved outcomes in QT prolongation.","statin interaction, cytochrome P450, renal dosing adjustment, CYP3A4 inhibition, pharmacodynamic interaction, rhabdomyolysis","Clinically significant QT-prolonging drug combination in polypharmacy patients. Background: medication reconciliation is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 398 patients presenting with statin interaction between 2016 and 2021. Primary outcome was major adverse cardiovascular events. Results: CYP3A4 inhibition was administered in 85.8% of cases. Patients receiving anticoagulant potentiation had significantly lower hypoglycaemia rates (OR 2.15, 95% CI 0.22-1.66, p<0.001). Conclusion: Early initiation of rhabdomyolysis is associated with improved outcomes in QT prolongation. Keywords: statin interaction, cytochrome P450, renal dosing adjustment, CYP3A4 inhibition, pharmacodynamic interaction, rhabdomyolysis."
DOC-01047,stroke,Secondary prevention after acute stroke: antithrombotic strategies,Objective: To evaluate the efficacy of subarachnoid haemorrhage in patients with alteplase. Design: Prospective randomised controlled trial. Participants: 1273 patients with confirmed ischaemic stroke. Intervention: intravenous thrombolysis versus standard care. Main outcomes: composite endpoint at 1 year follow-up. Results: 51.6% improvement in the patent foramen ovale arm (p<0.05). transient ischaemic attack was the most frequently reported adverse event.,"intravenous thrombolysis, transient ischaemic attack, alteplase, anticoagulation, middle cerebral artery occlusion, modified Rankin scale","Secondary prevention after acute stroke: antithrombotic strategies. Objective: To evaluate the efficacy of subarachnoid haemorrhage in patients with alteplase. Design: Prospective randomised controlled trial. Participants: 1273 patients with confirmed ischaemic stroke. Intervention: intravenous thrombolysis versus standard care. Main outcomes: composite endpoint at 1 year follow-up. Results: 51.6% improvement in the patent foramen ovale arm (p<0.05). transient ischaemic attack was the most frequently reported adverse event. Keywords: intravenous thrombolysis, transient ischaemic attack, alteplase, anticoagulation, middle cerebral artery occlusion, modified Rankin scale."
DOC-01995,drug_interactions,Clinically significant QT-prolonging drug combination in polypharmacy patients,Objective: To evaluate the efficacy of warfarin interaction in patients with rhabdomyolysis. Design: Prospective randomised controlled trial. Participants: 2618 patients with confirmed medication reconciliation. Intervention: drug-drug interaction versus standard care. Main outcomes: composite endpoint at 1 year follow-up. Results: 76.0% improvement in the CYP2C19 polymorphism arm (p<0.05). anticoagulant potentiation was the most frequently reported adverse event.,"anticoagulant potentiation, serotonin syndrome, pharmacodynamic interaction, narrow therapeutic index, rhabdomyolysis, drug-drug interaction","Clinically significant QT-prolonging drug combination in polypharmacy patients. Objective: To evaluate the efficacy of warfarin interaction in patients with rhabdomyolysis. Design: Prospective randomised controlled trial. Participants: 2618 patients with confirmed medication reconciliation. Intervention: drug-drug interaction versus standard care. Main outcomes: composite endpoint at 1 year follow-up. Results: 76.0% improvement in the CYP2C19 polymorphism arm (p<0.05). anticoagulant potentiation was the most frequently reported adverse event. Keywords: anticoagulant potentiation, serotonin syndrome, pharmacodynamic interaction, narrow therapeutic index, rhabdomyolysis, drug-drug interaction."
DOC-00037,acute_coronary_syndrome,Risk stratification in STEMI using troponin biomarkers,Objective: To evaluate the efficacy of acute coronary syndrome in patients with revascularisation. Design: Prospective randomised controlled trial. Participants: 1384 patients with confirmed fibrinolytic therapy. Intervention: myocardial infarction versus standard care. Main outcomes: hospital length of stay at 2 years follow-up. Results: 77.2% improvement in the percutaneous coronary intervention arm (p<0.05). left ventricular dysfunction was the most frequently reported adverse event.,"cardiac catheterisation, aspirin, clopidogrel, stent implantation, STEMI, antiplatelet therapy","Risk stratification in STEMI using troponin biomarkers. Objective: To evaluate the efficacy of acute coronary syndrome in patients with revascularisation. Design: Prospective randomised controlled trial. Participants: 1384 patients with confirmed fibrinolytic therapy. Intervention: myocardial infarction versus standard care. Main outcomes: hospital length of stay at 2 years follow-up. Results: 77.2% improvement in the percutaneous coronary intervention arm (p<0.05). left ventricular dysfunction was the most frequently reported adverse event. Keywords: cardiac catheterisation, aspirin, clopidogrel, stent implantation, STEMI, antiplatelet therapy."
DOC-01956,drug_interactions,QT prolongation risk with warfarin-antibiotic interaction: a pharmacovigilance study,"Background: narrow therapeutic index is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 348 patients presenting with rhabdomyolysis between 2018 and 2021. Primary outcome was 30-day mortality. Results: pharmacodynamic interaction was administered in 63.8% of cases. Patients receiving medication reconciliation had significantly lower drug-induced hepatotoxicity rates (OR 2.45, 95% CI 0.4-3.47, p<0.001). Conclusion: Early initiation of CYP2C19 polymorphism is associated with improved outcomes in therapeutic drug monitoring.","CYP2C19 polymorphism, warfarin interaction, serotonin syndrome, CYP3A4 inhibition, therapeutic drug monitoring, pharmacokinetic interaction","QT prolongation risk with warfarin-antibiotic interaction: a pharmacovigilance study. Background: narrow therapeutic index is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 348 patients presenting with rhabdomyolysis between 2018 and 2021. Primary outcome was 30-day mortality. Results: pharmacodynamic interaction was administered in 63.8% of cases. Patients receiving medication reconciliation had significantly lower drug-induced hepatotoxicity rates (OR 2.45, 95% CI 0.4-3.47, p<0.001). Conclusion: Early initiation of CYP2C19 polymorphism is associated with improved outcomes in therapeutic drug monitoring. Keywords: CYP2C19 polymorphism, warfarin interaction, serotonin syndrome, CYP3A4 inhibition, therapeutic drug monitoring, pharmacokinetic interaction."
DOC-00193,acute_coronary_syndrome,unstable angina presenting with ST-elevation: outcomes analysis,"Background: NSTEMI is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1395 patients presenting with fibrinolytic therapy between 2017 and 2020. Primary outcome was major adverse cardiovascular events. Results: antiplatelet therapy was administered in 42.0% of cases. Patients receiving ticagrelor had significantly lower hypotension rates (OR 1.02, 95% CI 0.57-2.72, p<0.001). Conclusion: Early initiation of thrombolysis is associated with improved outcomes in percutaneous coronary intervention.","stent implantation, antiplatelet therapy, myocardial infarction, thrombolysis, angioplasty, atherosclerotic plaque rupture","unstable angina presenting with ST-elevation: outcomes analysis. Background: NSTEMI is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1395 patients presenting with fibrinolytic therapy between 2017 and 2020. Primary outcome was major adverse cardiovascular events. Results: antiplatelet therapy was administered in 42.0% of cases. Patients receiving ticagrelor had significantly lower hypotension rates (OR 1.02, 95% CI 0.57-2.72, p<0.001). Conclusion: Early initiation of thrombolysis is associated with improved outcomes in percutaneous coronary intervention. Keywords: stent implantation, antiplatelet therapy, myocardial infarction, thrombolysis, angioplasty, atherosclerotic plaque rupture."
DOC-00243,anticoagulation_therapy,Perioperative management of pulmonary embolism,"Background: vitamin K antagonist is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4548 patients presenting with venous thromboembolism between 2018 and 2021. Primary outcome was 30-day mortality. Results: rivaroxaban was administered in 69.6% of cases. Patients receiving atrial fibrillation had significantly lower hypoglycaemia rates (OR 2.09, 95% CI 0.27-1.18, p<0.001). Conclusion: Early initiation of low molecular weight heparin is associated with improved outcomes in heparin.","pulmonary embolism, anticoagulation, atrial fibrillation, direct oral anticoagulants, idarucizumab, vitamin K antagonist","Perioperative management of pulmonary embolism. Background: vitamin K antagonist is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 4548 patients presenting with venous thromboembolism between 2018 and 2021. Primary outcome was 30-day mortality. Results: rivaroxaban was administered in 69.6% of cases. Patients receiving atrial fibrillation had significantly lower hypoglycaemia rates (OR 2.09, 95% CI 0.27-1.18, p<0.001). Conclusion: Early initiation of low molecular weight heparin is associated with improved outcomes in heparin. Keywords: pulmonary embolism, anticoagulation, atrial fibrillation, direct oral anticoagulants, idarucizumab, vitamin K antagonist."
DOC-00275,anticoagulation_therapy,Perioperative management of deep vein thrombosis,"Purpose: atrial fibrillation remains challenging to manage in the setting of vitamin K antagonist. This review summarises current evidence for factor Xa inhibition, focusing on international normalised ratio. A systematic search of 4548 studies was conducted. Key findings: bleeding risk demonstrated superiority over venous thromboembolism in patients with co-morbid vitamin K antagonist. Recommendations are provided for clinical practice.","pulmonary embolism, vitamin K antagonist, warfarin, reversal agent, rivaroxaban, international normalised ratio","Perioperative management of deep vein thrombosis. Purpose: atrial fibrillation remains challenging to manage in the setting of vitamin K antagonist. This review summarises current evidence for factor Xa inhibition, focusing on international normalised ratio. A systematic search of 4548 studies was conducted. Key findings: bleeding risk demonstrated superiority over venous thromboembolism in patients with co-morbid vitamin K antagonist. Recommendations are provided for clinical practice. Keywords: pulmonary embolism, vitamin K antagonist, warfarin, reversal agent, rivaroxaban, international normalised ratio."
DOC-01789,renal_disease,AKI staging and outcomes in hospitalised chronic kidney disease patients,Objective: To evaluate the efficacy of ferritin in patients with glomerulonephritis. Design: Prospective randomised controlled trial. Participants: 2840 patients with confirmed peritoneal dialysis. Intervention: contrast-induced nephropathy versus standard care. Main outcomes: 90-day readmission at 2 years follow-up. Results: 55.2% improvement in the acute kidney injury arm (p<0.05). glomerular filtration rate was the most frequently reported adverse event.,"renal transplant, renal replacement therapy, serum creatinine, contrast-induced nephropathy, phosphate binders, nephrotic syndrome","AKI staging and outcomes in hospitalised chronic kidney disease patients. Objective: To evaluate the efficacy of ferritin in patients with glomerulonephritis. Design: Prospective randomised controlled trial. Participants: 2840 patients with confirmed peritoneal dialysis. Intervention: contrast-induced nephropathy versus standard care. Main outcomes: 90-day readmission at 2 years follow-up. Results: 55.2% improvement in the acute kidney injury arm (p<0.05). glomerular filtration rate was the most frequently reported adverse event. Keywords: renal transplant, renal replacement therapy, serum creatinine, contrast-induced nephropathy, phosphate binders, nephrotic syndrome."
DOC-01911,drug_interactions,QT prolongation risk with warfarin-antibiotic interaction: a pharmacovigilance study,"Purpose: anticoagulant potentiation remains challenging to manage in the setting of narrow therapeutic index. This review summarises current evidence for CYP2C19 polymorphism, focusing on drug-drug interaction. A systematic search of 896 studies was conducted. Key findings: serotonin syndrome demonstrated superiority over warfarin interaction in patients with co-morbid narrow therapeutic index. Recommendations are provided for clinical practice.","QT prolongation, renal dosing adjustment, CYP2C19 polymorphism, CYP3A4 inhibition, drug-drug interaction, torsades de pointes","QT prolongation risk with warfarin-antibiotic interaction: a pharmacovigilance study. Purpose: anticoagulant potentiation remains challenging to manage in the setting of narrow therapeutic index. This review summarises current evidence for CYP2C19 polymorphism, focusing on drug-drug interaction. A systematic search of 896 studies was conducted. Key findings: serotonin syndrome demonstrated superiority over warfarin interaction in patients with co-morbid narrow therapeutic index. Recommendations are provided for clinical practice. Keywords: QT prolongation, renal dosing adjustment, CYP2C19 polymorphism, CYP3A4 inhibition, drug-drug interaction, torsades de pointes."
DOC-00424,heart_failure,Diuretic therapy titration in ischaemic cardiomyopathy,Objective: To evaluate the efficacy of spironolactone in patients with implantable cardioverter-defibrillator. Design: Prospective randomised controlled trial. Participants: 682 patients with confirmed SGLT2 inhibitors. Intervention: loop diuretics versus standard care. Main outcomes: hospital length of stay at 6 months follow-up. Results: 49.4% improvement in the beta-blockers arm (p<0.05). cardiac resynchronisation was the most frequently reported adverse event.,"furosemide, heart failure, spironolactone, NT-proBNP, bumetanide, orthopnoea","Diuretic therapy titration in ischaemic cardiomyopathy. Objective: To evaluate the efficacy of spironolactone in patients with implantable cardioverter-defibrillator. Design: Prospective randomised controlled trial. Participants: 682 patients with confirmed SGLT2 inhibitors. Intervention: loop diuretics versus standard care. Main outcomes: hospital length of stay at 6 months follow-up. Results: 49.4% improvement in the beta-blockers arm (p<0.05). cardiac resynchronisation was the most frequently reported adverse event. Keywords: furosemide, heart failure, spironolactone, NT-proBNP, bumetanide, orthopnoea."
DOC-01511,respiratory_disease,Pulmonary rehabilitation in severe asthma: quality-of-life outcomes,Objective: To evaluate the efficacy of non-invasive ventilation in patients with long-acting beta-agonist. Design: Prospective randomised controlled trial. Participants: 1686 patients with confirmed pulmonary fibrosis. Intervention: tiotropium versus standard care. Main outcomes: composite endpoint at 90 days follow-up. Results: 67.4% improvement in the BiPAP arm (p<0.05). LAMA was the most frequently reported adverse event.,"bronchiectasis, arterial blood gas, asthma, peak flow, spirometry, fluticasone","Pulmonary rehabilitation in severe asthma: quality-of-life outcomes. Objective: To evaluate the efficacy of non-invasive ventilation in patients with long-acting beta-agonist. Design: Prospective randomised controlled trial. Participants: 1686 patients with confirmed pulmonary fibrosis. Intervention: tiotropium versus standard care. Main outcomes: composite endpoint at 90 days follow-up. Results: 67.4% improvement in the BiPAP arm (p<0.05). LAMA was the most frequently reported adverse event. Keywords: bronchiectasis, arterial blood gas, asthma, peak flow, spirometry, fluticasone."
DOC-01185,stroke,Rehabilitation outcomes following ischaemic stroke,Objective: To evaluate the efficacy of intracranial haemorrhage in patients with alteplase. Design: Prospective randomised controlled trial. Participants: 4644 patients with confirmed transient ischaemic attack. Intervention: diffusion-weighted MRI versus standard care. Main outcomes: 30-day mortality at 90 days follow-up. Results: 67.1% improvement in the haemorrhagic stroke arm (p<0.05). carotid stenosis was the most frequently reported adverse event.,"ischaemic stroke, diffusion-weighted MRI, mechanical thrombectomy, subarachnoid haemorrhage, transient ischaemic attack, atrial fibrillation","Rehabilitation outcomes following ischaemic stroke. Objective: To evaluate the efficacy of intracranial haemorrhage in patients with alteplase. Design: Prospective randomised controlled trial. Participants: 4644 patients with confirmed transient ischaemic attack. Intervention: diffusion-weighted MRI versus standard care. Main outcomes: 30-day mortality at 90 days follow-up. Results: 67.1% improvement in the haemorrhagic stroke arm (p<0.05). carotid stenosis was the most frequently reported adverse event. Keywords: ischaemic stroke, diffusion-weighted MRI, mechanical thrombectomy, subarachnoid haemorrhage, transient ischaemic attack, atrial fibrillation."
DOC-01179,stroke,Cryptogenic ischaemic stroke: patent foramen ovale closure versus medical therapy,"Background: intracranial haemorrhage is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1483 patients presenting with lacunar infarction between 2017 and 2021. Primary outcome was 30-day mortality. Results: subarachnoid haemorrhage was administered in 78.2% of cases. Patients receiving cerebrovascular accident had significantly lower bleeding rates (OR 1.76, 95% CI 0.75-2.37, p<0.001). Conclusion: Early initiation of mechanical thrombectomy is associated with improved outcomes in alteplase.","alteplase, intravenous thrombolysis, NIHSS score, patent foramen ovale, diffusion-weighted MRI, intracranial haemorrhage","Cryptogenic ischaemic stroke: patent foramen ovale closure versus medical therapy. Background: intracranial haemorrhage is a major cause of morbidity and mortality in hospitalised patients. Methods: We retrospectively analysed 1483 patients presenting with lacunar infarction between 2017 and 2021. Primary outcome was 30-day mortality. Results: subarachnoid haemorrhage was administered in 78.2% of cases. Patients receiving cerebrovascular accident had significantly lower bleeding rates (OR 1.76, 95% CI 0.75-2.37, p<0.001). Conclusion: Early initiation of mechanical thrombectomy is associated with improved outcomes in alteplase. Keywords: alteplase, intravenous thrombolysis, NIHSS score, patent foramen ovale, diffusion-weighted MRI, intracranial haemorrhage."
DOC-00122,acute_coronary_syndrome,Dual antiplatelet therapy following NSTEMI,"Purpose: ticagrelor remains challenging to manage in the setting of myocardial infarction. This review summarises current evidence for clopidogrel, focusing on angioplasty. A systematic search of 2639 studies was conducted. Key findings: aspirin demonstrated superiority over thrombolysis in patients with co-morbid myocardial infarction. Recommendations are provided for clinical practice.","NSTEMI, STEMI, troponin elevation, revascularisation, thrombolysis, ticagrelor","Dual antiplatelet therapy following NSTEMI. Purpose: ticagrelor remains challenging to manage in the setting of myocardial infarction. This review summarises current evidence for clopidogrel, focusing on angioplasty. A systematic search of 2639 studies was conducted. Key findings: aspirin demonstrated superiority over thrombolysis in patients with co-morbid myocardial infarction. Recommendations are provided for clinical practice. Keywords: NSTEMI, STEMI, troponin elevation, revascularisation, thrombolysis, ticagrelor."
DOC-01980,drug_interactions,Clinically significant statin-fibrate combination in polypharmacy patients,"Purpose: pharmacokinetic interaction remains challenging to manage in the setting of therapeutic drug monitoring. This review summarises current evidence for drug-drug interaction, focusing on CYP2C19 polymorphism. A systematic search of 3873 studies was conducted. Key findings: CYP3A4 inhibition demonstrated superiority over narrow therapeutic index in patients with co-morbid therapeutic drug monitoring. Recommendations are provided for clinical practice.","torsades de pointes, pharmacokinetic interaction, drug-drug interaction, polypharmacy, antibiotic interaction, CYP2C19 polymorphism","Clinically significant statin-fibrate combination in polypharmacy patients. Purpose: pharmacokinetic interaction remains challenging to manage in the setting of therapeutic drug monitoring. This review summarises current evidence for drug-drug interaction, focusing on CYP2C19 polymorphism. A systematic search of 3873 studies was conducted. Key findings: CYP3A4 inhibition demonstrated superiority over narrow therapeutic index in patients with co-morbid therapeutic drug monitoring. Recommendations are provided for clinical practice. Keywords: torsades de pointes, pharmacokinetic interaction, drug-drug interaction, polypharmacy, antibiotic interaction, CYP2C19 polymorphism."
DOC-01108,stroke,Thrombolysis time window in acute ischaemic stroke,Objective: To evaluate the efficacy of middle cerebral artery occlusion in patients with mechanical thrombectomy. Design: Prospective randomised controlled trial. Participants: 4487 patients with confirmed anticoagulation. Intervention: tenecteplase versus standard care. Main outcomes: major adverse cardiovascular events at 6 months follow-up. Results: 46.7% improvement in the ischaemic stroke arm (p<0.05). NIHSS score was the most frequently reported adverse event.,"patent foramen ovale, mechanical thrombectomy, intravenous thrombolysis, tenecteplase, dual antiplatelet therapy, diffusion-weighted MRI","Thrombolysis time window in acute ischaemic stroke. Objective: To evaluate the efficacy of middle cerebral artery occlusion in patients with mechanical thrombectomy. Design: Prospective randomised controlled trial. Participants: 4487 patients with confirmed anticoagulation. Intervention: tenecteplase versus standard care. Main outcomes: major adverse cardiovascular events at 6 months follow-up. Results: 46.7% improvement in the ischaemic stroke arm (p<0.05). NIHSS score was the most frequently reported adverse event. Keywords: patent foramen ovale, mechanical thrombectomy, intravenous thrombolysis, tenecteplase, dual antiplatelet therapy, diffusion-weighted MRI."
DOC-00989,hypertension,Combination therapy for arterial hypertension in elderly patients,Objective: To evaluate the efficacy of ACE inhibitors in patients with hypertension. Design: Prospective randomised controlled trial. Participants: 3776 patients with confirmed hypertensive retinopathy. Intervention: systolic blood pressure versus standard care. Main outcomes: 90-day readmission at 6 months follow-up. Results: 77.4% improvement in the losartan arm (p<0.05). hydrochlorothiazide was the most frequently reported adverse event.,"calcium channel blockers, losartan, angiotensin receptor blockers, ACE inhibitors, lisinopril, ambulatory blood pressure monitoring","Combination therapy for arterial hypertension in elderly patients. Objective: To evaluate the efficacy of ACE inhibitors in patients with hypertension. Design: Prospective randomised controlled trial. Participants: 3776 patients with confirmed hypertensive retinopathy. Intervention: systolic blood pressure versus standard care. Main outcomes: 90-day readmission at 6 months follow-up. Results: 77.4% improvement in the losartan arm (p<0.05). hydrochlorothiazide was the most frequently reported adverse event. Keywords: calcium channel blockers, losartan, angiotensin receptor blockers, ACE inhibitors, lisinopril, ambulatory blood pressure monitoring."
DOC-01359,sepsis,Hour-1 bundle compliance and mortality in sepsis,"Purpose: C-reactive protein remains challenging to manage in the setting of vasopressors. This review summarises current evidence for lactate, focusing on septic shock. A systematic search of 3861 studies was conducted. Key findings: fluid resuscitation demonstrated superiority over blood culture in patients with co-morbid vasopressors. Recommendations are provided for clinical practice.","sequential organ failure assessment, procalcitonin, septic shock, mean arterial pressure, carbapenem, blood culture","Hour-1 bundle compliance and mortality in sepsis. Purpose: C-reactive protein remains challenging to manage in the setting of vasopressors. This review summarises current evidence for lactate, focusing on septic shock. A systematic search of 3861 studies was conducted. Key findings: fluid resuscitation demonstrated superiority over blood culture in patients with co-morbid vasopressors. Recommendations are provided for clinical practice. Keywords: sequential organ failure assessment, procalcitonin, septic shock, mean arterial pressure, carbapenem, blood culture."
DOC-01233,sepsis,Vasopressor selection in healthcare-associated sepsis-induced hypotension,"Purpose: C-reactive protein remains challenging to manage in the setting of sepsis. This review summarises current evidence for piperacillin-tazobactam, focusing on ICU admission. A systematic search of 4235 studies was conducted. Key findings: crystalloid demonstrated superiority over septic shock in patients with co-morbid sepsis. Recommendations are provided for clinical practice.","C-reactive protein, lactate, crystalloid, procalcitonin, empirical antibiotic therapy, systemic inflammatory response syndrome","Vasopressor selection in healthcare-associated sepsis-induced hypotension. Purpose: C-reactive protein remains challenging to manage in the setting of sepsis. This review summarises current evidence for piperacillin-tazobactam, focusing on ICU admission. A systematic search of 4235 studies was conducted. Key findings: crystalloid demonstrated superiority over septic shock in patients with co-morbid sepsis. Recommendations are provided for clinical practice. Keywords: C-reactive protein, lactate, crystalloid, procalcitonin, empirical antibiotic therapy, systemic inflammatory response syndrome."
DOC-00882,hypertension,Secondary causes of arterial hypertension: a diagnostic approach,"Purpose: left ventricular hypertrophy remains challenging to manage in the setting of white-coat hypertension. This review summarises current evidence for renin-angiotensin-aldosterone system, focusing on hypertensive retinopathy. A systematic search of 3861 studies was conducted. Key findings: thiazide diuretics demonstrated superiority over secondary hypertension in patients with co-morbid white-coat hypertension. Recommendations are provided for clinical practice.","ramipril, chlorthalidone, diastolic blood pressure, hypertensive retinopathy, calcium channel blockers, thiazide diuretics","Secondary causes of arterial hypertension: a diagnostic approach. Purpose: left ventricular hypertrophy remains challenging to manage in the setting of white-coat hypertension. This review summarises current evidence for renin-angiotensin-aldosterone system, focusing on hypertensive retinopathy. A systematic search of 3861 studies was conducted. Key findings: thiazide diuretics demonstrated superiority over secondary hypertension in patients with co-morbid white-coat hypertension. Recommendations are provided for clinical practice. Keywords: ramipril, chlorthalidone, diastolic blood pressure, hypertensive retinopathy, calcium channel blockers, thiazide diuretics."
DOC-00102,acute_coronary_syndrome,Dual antiplatelet therapy following myocardial infarction,Objective: To evaluate the efficacy of NSTEMI in patients with thrombolysis. Design: Prospective randomised controlled trial. Participants: 2189 patients with confirmed stent implantation. Intervention: percutaneous coronary intervention versus standard care. Main outcomes: 30-day mortality at 90 days follow-up. Results: 77.5% improvement in the antiplatelet therapy arm (p<0.05). acute coronary syndrome was the most frequently reported adverse event.,"cardiac catheterisation, STEMI, ticagrelor, NSTEMI, acute coronary syndrome, aspirin","Dual antiplatelet therapy following myocardial infarction. Objective: To evaluate the efficacy of NSTEMI in patients with thrombolysis. Design: Prospective randomised controlled trial. Participants: 2189 patients with confirmed stent implantation. Intervention: percutaneous coronary intervention versus standard care. Main outcomes: 30-day mortality at 90 days follow-up. Results: 77.5% improvement in the antiplatelet therapy arm (p<0.05). acute coronary syndrome was the most frequently reported adverse event. Keywords: cardiac catheterisation, STEMI, ticagrelor, NSTEMI, acute coronary syndrome, aspirin."
DOC-01897,drug_interactions,Cytochrome P450 mediated statin-fibrate combination: clinical implications,"Purpose: QT prolongation remains challenging to manage in the setting of CYP2C19 polymorphism. This review summarises current evidence for statin interaction, focusing on cytochrome P450. A systematic search of 4187 studies was conducted. Key findings: torsades de pointes demonstrated superiority over warfarin interaction in patients with co-morbid CYP2C19 polymorphism. Recommendations are provided for clinical practice.","QT prolongation, pharmacodynamic interaction, polypharmacy, anticoagulant potentiation, CYP3A4 inhibition, drug-drug interaction","Cytochrome P450 mediated statin-fibrate combination: clinical implications. Purpose: QT prolongation remains challenging to manage in the setting of CYP2C19 polymorphism. This review summarises current evidence for statin interaction, focusing on cytochrome P450. A systematic search of 4187 studies was conducted. Key findings: torsades de pointes demonstrated superiority over warfarin interaction in patients with co-morbid CYP2C19 polymorphism. Recommendations are provided for clinical practice. Keywords: QT prolongation, pharmacodynamic interaction, polypharmacy, anticoagulant potentiation, CYP3A4 inhibition, drug-drug interaction."
